Date,Close,Volume,Open,High,Low
2019-03-18,188.02,26148590,185.8,188.39,185.79
2019-03-19,186.53,31440300,188.35,188.99,185.92
2019-03-20,188.16,31003380,186.23,189.49,184.73
2019-03-21,195.09,50943120,190.02,196.33,189.81
2019-03-22,191.05,42287640,195.34,197.69,190.78
2019-03-25,188.74,43751810,191.51,191.98,186.6
2019-03-26,186.79,49696100,191.664,192.88,184.58
2019-03-27,188.47,29771210,188.75,189.76,186.55
2019-03-28,188.72,20710390,188.95,189.559,187.53
2019-03-29,189.95,23524830,189.83,190.08,188.54
2019-04-01,191.24,27308200,191.64,191.68,188.38
2019-04-02,194.02,22727370,191.09,194.46,191.05
2019-04-03,195.35,23243160,193.25,196.5,193.15
2019-04-04,195.69,19090050,194.79,196.37,193.14
2019-04-05,197.0,18473070,196.45,197.1,195.93
2019-04-08,200.1,25829880,196.42,200.23,196.34
2019-04-09,199.5,35738280,200.32,202.85,199.23
2019-04-10,200.62,21654750,198.68,200.74,198.18
2019-04-11,198.95,20543190,200.85,201.0,198.4431
2019-04-12,198.87,27738580,199.2,200.14,196.21
2019-04-15,199.23,17524150,198.58,199.85,198.01
2019-04-16,199.25,25668330,199.46,201.37,198.56
2019-04-17,203.13,28865310,199.54,203.38,198.61
2019-04-18,203.86,24185530,203.12,204.15,202.52
2019-04-22,204.53,17841920,202.83,204.94,202.34
2019-04-23,207.48,23286380,204.43,207.75,203.9
2019-04-24,207.16,17427570,207.36,208.48,207.05
2019-04-25,205.28,18463850,206.83,207.76,205.12
2019-04-26,204.3,18612770,204.9,205.0,202.12
2019-04-29,204.61,22010360,204.4,205.97,203.86
2019-04-30,200.67,45751160,203.06,203.4,199.11
2019-05-01,210.52,64827330,209.88,215.31,209.23
2019-05-02,209.15,31996320,209.84,212.65,208.13
2019-05-03,211.75,20892380,210.89,211.84,210.23
2019-05-06,208.48,32443110,204.29,208.84,203.5
2019-05-07,202.86,38763700,205.88,207.4175,200.825
2019-05-08,202.9,26339500,201.9,205.34,201.75
2019-05-09,200.72,34908610,200.4,201.68,196.66
2019-05-10,197.18,41208710,197.419,198.85,192.77
2019-05-13,185.72,57430620,187.71,189.48,182.85
2019-05-14,188.66,36529680,186.41,189.7,185.41
2019-05-15,190.92,26544720,186.27,191.75,186.02
2019-05-16,190.08,33031360,189.91,192.4689,188.84
2019-05-17,189.0,32879090,186.93,190.9,186.76
2019-05-20,183.09,38612290,183.52,184.349,180.2839
2019-05-21,186.6,28364850,185.22,188.0,184.7
2019-05-22,182.78,29748560,184.66,185.71,182.55
2019-05-23,179.66,36529740,179.8,180.54,177.81
2019-05-24,178.97,23714690,180.2,182.14,178.62
2019-05-28,178.23,27948160,178.92,180.59,177.91
2019-05-29,177.38,28481170,176.42,179.35,176.0
2019-05-30,178.3,21218410,177.95,179.23,176.67
2019-05-31,175.07,27043580,176.23,177.99,174.99
2019-06-03,173.3,40396070,175.6,177.92,170.27
2019-06-04,179.64,30967960,175.44,179.83,174.52
2019-06-05,182.54,29773430,184.28,184.99,181.14
2019-06-06,185.22,22526310,183.08,185.47,182.1489
2019-06-07,190.15,30684390,186.51,191.92,185.77
2019-06-10,192.58,26220850,191.81,195.37,191.62
2019-06-11,194.81,26932880,194.86,196.0,193.6
2019-06-12,194.19,18253190,193.95,195.97,193.385
2019-06-13,194.15,21674630,194.7,196.79,193.6
2019-06-14,192.74,18761470,191.545,193.5863,190.3
2019-06-17,193.89,14669140,192.9,194.96,192.17
2019-06-18,198.45,26551000,196.05,200.29,195.21
2019-06-19,197.87,21124240,199.68,199.88,197.31
2019-06-20,199.46,21513990,200.37,200.61,198.03
2019-06-21,198.78,47800590,198.8,200.85,198.15
2019-06-24,198.58,18220420,198.54,200.16,198.17
2019-06-25,195.57,21070330,198.43,199.26,195.29
2019-06-26,199.8,26067510,197.77,200.99,197.35
2019-06-27,199.74,20899720,200.29,201.57,199.57
2019-06-28,197.92,31110640,198.68,199.495,197.05
2019-07-01,201.55,27316740,203.17,204.49,200.65
2019-07-02,202.73,16935220,201.41,203.1323,201.36
2019-07-03,204.41,11362050,203.28,204.44,202.6901
2019-07-05,204.23,17265520,203.35,205.08,202.9
2019-07-08,200.02,25338630,200.81,201.4,198.41
2019-07-09,201.24,20578020,199.2,201.51,198.81
2019-07-10,203.23,17897140,201.85,203.73,201.56
2019-07-11,201.75,20191840,203.31,204.39,201.71
2019-07-12,203.3,17595210,202.45,204.0,202.2
2019-07-15,205.21,16947420,204.09,205.87,204.0
2019-07-16,204.5,16866820,204.59,206.11,203.5
2019-07-17,203.35,14107450,204.05,205.0915,203.27
2019-07-18,205.66,18582160,204.0,205.88,203.7
2019-07-19,202.59,20929310,205.79,206.5,202.36
2019-07-22,207.22,22277930,203.65,207.23,203.61
2019-07-23,208.84,18355210,208.46,208.91,207.29
2019-07-24,208.67,14991570,207.67,209.15,207.17
2019-07-25,207.02,13909560,208.89,209.24,206.73
2019-07-26,207.74,17618870,207.48,209.73,207.14
2019-07-29,209.68,21673390,208.46,210.64,208.44
2019-07-30,208.78,33935720,208.76,210.16,207.31
2019-07-31,213.04,69281360,216.42,221.37,211.3
2019-08-01,208.43,54017920,213.9,218.03,206.7435
2019-08-02,204.02,40862120,205.53,206.43,201.63
2019-08-05,193.34,52392970,197.99,198.649,192.58
2019-08-06,197.0,35824790,196.31,198.067,194.04
2019-08-07,199.04,33364400,195.41,199.56,193.82
2019-08-08,203.43,27009520,200.2,203.53,199.39
2019-08-09,200.99,24619750,201.3,202.76,199.29
2019-08-12,200.48,22481890,199.62,202.0516,199.15
2019-08-13,208.97,47539790,201.02,212.14,200.83
2019-08-14,202.75,36547440,203.16,206.44,202.5869
2019-08-15,201.74,27883360,203.46,205.14,199.67
2019-08-16,206.5,28813620,204.28,207.16,203.84
2019-08-19,210.35,24431920,210.62,212.7307,210.025
2019-08-20,210.36,26919530,210.88,213.35,210.32
2019-08-21,212.64,21564750,212.99,213.65,211.6032
2019-08-22,212.46,22267820,213.19,214.435,210.75
2019-08-23,202.64,46882840,209.43,212.051,201.0
2019-08-26,206.49,26066130,205.86,207.19,205.0573
2019-08-27,204.16,25897340,207.86,208.55,203.53
2019-08-28,205.53,15957630,204.1,205.72,203.32
2019-08-29,209.01,21007650,208.5,209.32,206.655
2019-08-30,208.74,21162560,210.16,210.45,207.2
2019-09-03,205.7,20059570,206.43,206.98,204.22
2019-09-04,209.19,19216820,208.39,209.48,207.32
2019-09-05,213.28,23946880,212.0,213.97,211.51
2019-09-06,213.26,19362290,214.05,214.42,212.51
2019-09-09,214.17,27309400,214.84,216.44,211.07
2019-09-10,216.7,31777930,213.86,216.78,211.71
2019-09-11,223.59,44289650,218.07,223.71,217.73
2019-09-12,223.085,32226670,224.8,226.42,222.86
2019-09-13,218.75,39763300,220.0,220.79,217.02
2019-09-16,219.9,21158140,217.73,220.13,217.56
2019-09-17,220.7,18386470,219.96,220.82,219.12
2019-09-18,222.77,25643090,221.06,222.85,219.44
2019-09-19,220.96,22187880,222.01,223.76,220.37
2019-09-20,217.73,57977090,221.38,222.56,217.473
2019-09-23,218.72,19419650,218.95,219.84,217.65
2019-09-24,217.68,31434370,221.03,222.49,217.19
2019-09-25,221.03,22481010,218.55,221.5,217.1402
2019-09-26,219.89,19088310,220.0,220.94,218.83
2019-09-27,218.82,25361290,220.54,220.96,217.2814
2019-09-30,223.97,26318580,220.9,224.58,220.79
2019-10-01,224.59,36187160,225.07,228.22,224.2
2019-10-02,218.96,35767260,223.06,223.58,217.93
2019-10-03,220.82,30352690,218.43,220.96,215.132
2019-10-04,227.01,34755550,225.64,227.49,223.89
2019-10-07,227.06,30889270,226.27,229.93,225.84
2019-10-08,224.4,29282700,225.82,228.06,224.33
2019-10-09,227.03,19029420,227.03,227.79,225.64
2019-10-10,230.09,28962980,227.93,230.44,227.3
2019-10-11,236.21,41990210,232.95,237.64,232.3075
2019-10-14,235.87,24413480,234.9,238.1342,234.6701
2019-10-15,235.32,23040480,236.39,237.65,234.88
2019-10-16,234.37,19286690,233.37,235.24,233.2
2019-10-17,235.28,17272900,235.09,236.15,233.52
2019-10-18,236.41,24377170,234.59,237.58,234.29
2019-10-21,240.51,22367480,237.52,240.99,237.32
2019-10-22,239.96,22684000,241.16,242.2,239.6218
2019-10-23,243.18,19932550,242.1,243.24,241.22
2019-10-24,243.58,17916260,244.51,244.8,241.805
2019-10-25,246.58,18369300,243.16,246.73,242.88
2019-10-28,249.05,24143240,247.42,249.25,246.72
2019-10-29,243.29,35709870,248.97,249.75,242.57
2019-10-30,243.26,31130520,244.76,245.3,241.21
2019-10-31,248.76,34790520,247.24,249.17,237.26
2019-11-01,255.82,37781330,249.54,255.93,249.16
2019-11-04,257.5,25817950,257.33,257.845,255.38
2019-11-05,257.13,19974430,257.05,258.19,256.32
2019-11-06,257.24,18966120,256.77,257.49,255.365
2019-11-07,259.43,23735080,258.74,260.35,258.11
2019-11-08,260.14,17520500,258.69,260.44,256.85
2019-11-11,262.2,20507460,258.3,262.47,258.28
2019-11-12,261.96,21847230,261.55,262.79,260.92
2019-11-13,264.47,25817590,261.13,264.78,261.07
2019-11-14,262.64,22395560,263.75,264.88,262.1
2019-11-15,265.76,25093670,263.68,265.78,263.01
2019-11-18,267.1,21700900,265.8,267.43,264.23
2019-11-19,266.29,19069600,267.9,268.0,265.3926
2019-11-20,263.19,26609920,265.54,266.083,260.4
2019-11-21,262.01,30348780,263.69,264.005,261.18
2019-11-22,261.78,16331260,262.59,263.18,260.84
2019-11-25,266.37,21029520,262.71,266.44,262.52
2019-11-26,264.29,26334880,266.94,267.16,262.5
2019-11-27,267.84,16386120,265.58,267.98,265.31
2019-11-29,267.25,11654360,266.6,268.0,265.9
2019-12-02,264.16,23693550,267.27,268.25,263.45
2019-12-03,259.45,29377270,258.31,259.53,256.29
2019-12-04,261.74,16810390,261.07,263.31,260.68
2019-12-05,265.58,18661340,263.79,265.89,262.73
2019-12-06,270.71,26547490,267.48,271.0,267.3
2019-12-09,266.92,32182650,270.0,270.8,264.91
2019-12-10,268.48,22632380,268.6,270.07,265.86
2019-12-11,270.77,19723390,268.81,271.1,268.5
2019-12-12,271.46,34437040,267.78,272.5599,267.321
2019-12-13,275.15,33432810,271.46,275.3,270.93
2019-12-16,279.86,32081110,277.0,280.79,276.98
2019-12-17,280.41,28575800,279.57,281.77,278.8
2019-12-18,279.74,29024690,279.8,281.9,279.12
2019-12-19,280.02,24626950,279.5,281.18,278.95
2019-12-20,279.44,69032740,282.23,282.65,278.56
2019-12-23,284.0,24677880,280.53,284.25,280.3735
2019-12-24,284.27,12119710,284.69,284.89,282.9197
2019-12-26,289.91,23334000,284.82,289.98,284.7
2019-12-27,289.8,36592940,291.12,293.97,288.12
2019-12-30,291.52,36059610,289.46,292.69,285.22
2019-12-31,293.65,25247630,289.93,293.68,289.52
2020-01-02,300.35,33911860,296.24,300.6,295.19
2020-01-03,297.43,36633880,297.15,300.58,296.5
2020-01-06,299.8,29644640,293.79,299.96,292.75
2020-01-07,298.39,27877660,299.84,300.9,297.48
2020-01-08,303.19,33090950,297.16,304.4399,297.156
2020-01-09,309.63,42621540,307.235,310.43,306.2
2020-01-10,310.33,35217270,310.6,312.67,308.25
2020-01-13,316.96,30521720,311.64,317.07,311.15
2020-01-14,312.68,40653460,316.7,317.57,312.17
2020-01-15,311.34,30480880,311.85,315.5,309.55
2020-01-16,315.24,27207250,313.59,315.7,312.09
2020-01-17,318.73,34454120,316.27,318.74,315.0
2020-01-21,316.57,27710810,317.19,319.02,316.0
2020-01-22,317.7,25458120,318.58,319.99,317.31
2020-01-23,319.23,26117990,317.92,319.56,315.65
2020-01-24,318.31,36634380,320.25,323.33,317.5188
2020-01-27,308.95,40485010,310.06,311.77,304.88
2020-01-28,317.69,40558490,312.6,318.4,312.19
2020-01-29,324.34,54149930,324.45,327.85,321.38
2020-01-30,323.87,31685810,320.544,324.09,318.75
2020-01-31,309.51,49897100,320.93,322.68,308.29
2020-02-03,308.66,43496400,304.3,313.49,302.22
2020-02-04,318.85,34154130,315.31,319.64,313.6345
2020-02-05,321.45,29706720,323.52,324.76,318.95
2020-02-06,325.21,26356390,322.57,325.22,320.2648
2020-02-07,320.03,29421010,322.37,323.4,318.0
2020-02-10,321.55,27337220,314.18,321.55,313.85
2020-02-11,319.61,23580780,323.6,323.9,318.71
2020-02-12,327.2,28432570,321.47,327.22,321.47
2020-02-13,324.87,23686890,324.19,326.22,323.35
2020-02-14,324.95,20028450,324.74,325.98,322.85
2020-02-18,319.0,38190550,315.36,319.75,314.61
2020-02-19,323.62,23495990,320.0,324.57,320.0
2020-02-20,320.3,25141490,322.63,324.65,318.21
2020-02-21,313.05,32426420,318.62,320.45,310.5
2020-02-24,298.18,55548830,297.26,304.18,289.23
2020-02-25,288.08,57668360,300.95,302.53,286.13
2020-02-26,292.65,49678430,286.53,297.88,286.5
2020-02-27,273.52,80151380,281.1,286.0,272.96
2020-02-28,273.36,106721200,257.26,278.41,256.37
